old_path,new_path,action,candidate_count
records/2026-09-17_fix_shell_commands_button.md,records/2026-09-17_fix_shell_commands_button.md,kept,
llm_wikid_refresh_button.md,llm_wikid_refresh_button.md,kept,
QuickCapture.md,QuickCapture.md,kept,
未命名.base,未命名.base,kept,
records/科研讨论/2026-07-02_web_clipper_to_wikid_raw.md,records/科研讨论/2026-07-02_web_clipper_to_wikid_raw.md,kept,
llm-wikid/assets/cover.png,llm-wikid/assets/cover.png,kept,
笔记同步助手/images/f1bdb177a775bd4bddde408b4467b858_MD5.png,笔记同步助手/images/f1bdb177a775bd4bddde408b4467b858_MD5.png,kept,
笔记同步助手/images/84dfb2df0f2e62c97afd21796d002b17_MD5.png,笔记同步助手/images/84dfb2df0f2e62c97afd21796d002b17_MD5.png,kept,
笔记同步助手/images/561605661ce619a68c2c7569a3051b4c_MD5.gif,笔记同步助手/images/561605661ce619a68c2c7569a3051b4c_MD5.gif,kept,
笔记同步助手/images/3a2cf2191b67f5c07cadc2e0fde29736_MD5.png,笔记同步助手/images/3a2cf2191b67f5c07cadc2e0fde29736_MD5.png,kept,
笔记同步助手/images/900148a43a4adeefdefb8fb4c5b51817_MD5.png,笔记同步助手/images/900148a43a4adeefdefb8fb4c5b51817_MD5.png,kept,
未命名 1.canvas,未命名 1.canvas,kept,
未命名.canvas,未命名.canvas,kept,
Untitled-1789625415823.naotu,Untitled-1789625415823.naotu,kept,
weave/memory/deck-files/未归组卡片_01.wdeck,weave/memory/deck-files/未归组卡片_01.wdeck,kept,
weave/memory/deck-files/1_01.wdeck,weave/memory/deck-files/1_01.wdeck,kept,
weave/memory/deck-files,weave/memory/deck-files,kept,
2026-09-17.md,2026-09-17.md,kept,
llm-wikid/raw/articles/科研/植物抗逆/耐旱/本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力.md,llm-wikid/raw/articles/科研/植物抗逆/耐旱/本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力.md,kept,
llm-wikid/raw/Science Art专注TOP级综述或分子机制配图传统玉米育种提高产量，主要围绕三个核心指标展开：穗数 × PC - 中国农大易飞团队发现从“一穗独大”到“双穗并进”：激素重编程如何突破玉米高....md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/Science Art专注TOP级综述或分子机制配图传统玉米育种提高产量，主要围绕三个核心指标展开：穗数 × PC - 中国农大易飞团队发现从“一穗独大”到“双穗并进”：激素重编程如何突破玉米高....md,replaced_by_manifest,1
llm-wikid/raw/https---share.rayneo.cn-vBHBMw1X Session Sharing.md,llm-wikid/raw/articles/待细分/https---share.rayneo.cn-vBHBMw1X Session Sharing.md,replaced_by_manifest,1
llm-wikid/raw/玉米畸形穗大全 一根玉米穗，为何会长成22种“怪样子”？-智种快讯.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/玉米畸形穗大全 一根玉米穗，为何会长成22种“怪样子”？-智种快讯.md,replaced_by_manifest,1
weave/README.md,weave/README.md,kept,
weave/question-bank,weave/question-bank,kept,
weave/memory/attachment-registry.md,weave/memory/attachment-registry.md,kept,
weave/memory/decks.json,weave/memory/decks.json,kept,
weave/memory/media,weave/memory/media,kept,
weave/memory/learning/sessions,weave/memory/learning/sessions,kept,
weave/memory/learning,weave/memory/learning,kept,
weave/schema-version.md,weave/schema-version.md,kept,
llm-wikid/raw/ 全面系统总结植物干旱胁迫感知、信号转导及糖转运调控的最新研究进展.md,llm-wikid/raw/articles/科研/植物抗逆/耐旱/ 全面系统总结植物干旱胁迫感知、信号转导及糖转运调控的最新研究进展.md,replaced_by_manifest,1
llm-wikid/raw/同步助手_2026-09-04.md,llm-wikid/raw/ideas/赚钱想法/工具流程/同步助手_2026-09-04.md,replaced_by_manifest,1
llm-wikid/raw/企微文档转 Markdown 中国中化费用报销及报账共享系统操作培训V2.0-2024.9.13.md,llm-wikid/raw/articles/待细分/企微文档转 Markdown 中国中化费用报销及报账共享系统操作培训V2.0-2024.9.13.md,replaced_by_manifest,1
llm-wikid/raw/ 历时18年攻关！万建民团队揭示亚洲栽培稻与非洲栽培稻种间生殖隔离的分子机制.md,llm-wikid/raw/articles/待细分/ 历时18年攻关！万建民团队揭示亚洲栽培稻与非洲栽培稻种间生殖隔离的分子机制.md,replaced_by_manifest,1
llm-wikid/raw/铁T12067和铁T15107不仅保留了双亲优点，还产生了良好的配合力，组配品种迅速扩张：铁391、郁青392、雷单1号、华硕807、铁研369、丰盛A8、铁3107、铁3109、铁399、铁3....md,llm-wikid/raw/articles/待细分/铁T12067和铁T15107不仅保留了双亲优点，还产生了良好的配合力，组配品种迅速扩张：铁391、郁青392、雷单1号、华硕807、铁研369、丰盛A8、铁3107、铁3109、铁399、铁3....md,replaced_by_manifest,1
llm-wikid/raw/ PCE综述 - 热旱叠加时，植物如何让整株在几分钟内统一行动.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/ PCE综述 - 热旱叠加时，植物如何让整株在几分钟内统一行动.md,replaced_by_manifest,1
records/2026-08-25_plant_breeding_bioinformatics_resume.md,records/2026-08-25_plant_breeding_bioinformatics_resume.md,kept,
llm-wikid/wiki/index.md,llm-wikid/wiki/index.md,kept,
