old_path,new_path,action,candidate_count
llm-wikid/raw/学习 AI 这个封装了我3年自媒体经验的AI热点网站，今天向所有人免费开放。.md,llm-wikid/raw/articles/学习AI/工具流程/学习 AI 这个封装了我3年自媒体经验的AI热点网站，今天向所有人免费开放。.md,replaced_by_unique_stem,1
llm-wikid/raw/微信 agent 体验完微信Agent以后，我觉得这就是微信有史以来最大的更新。.md,llm-wikid/raw/articles/待细分/微信 agent 体验完微信Agent以后，我觉得这就是微信有史以来最大的更新。.md,replaced_by_unique_stem,1
llm_wikid_refresh_button.md,llm_wikid_refresh_button.md,kept,
records/2026-07-02_obsidian_workspace_path_repair.md,records/2026-07-02_obsidian_workspace_path_repair.md,kept,
result/2026-07-02_120247_obsidian_workspace_path_repair_manifest.csv,result/2026-07-02_120247_obsidian_workspace_path_repair_manifest.csv,kept,
scripts/10_repair_obsidian_workspace_paths.py,scripts/10_repair_obsidian_workspace_paths.py,kept,
llm-wikid/wiki/sources/vault-极客笔记-深入浅出打磨it笔记.md,llm-wikid/wiki/sources/vault-极客笔记-深入浅出打磨it笔记.md,kept,
result/2026-07-02_115003_web_clipper_import_manifest.csv,result/2026-07-02_115003_web_clipper_import_manifest.csv,kept,
llm-wikid/raw/clippings/research_tools_and_methods/极客笔记™ - 深入浅出打磨IT笔记.md,llm-wikid/raw/clippings/research_tools_and_methods/极客笔记™ - 深入浅出打磨IT笔记.md,kept,
llm-wikid/raw/clippings/research_tools_and_methods,llm-wikid/raw/clippings/research_tools_and_methods,kept,
QuickCapture.md,QuickCapture.md,kept,
Clippings/极客笔记™ - 深入浅出打磨IT笔记.md,llm-wikid/raw/clippings/research_tools_and_methods/极客笔记™ - 深入浅出打磨IT笔记.md,removed_duplicate,1
llm-wikid/raw/ideas/赚钱想法/工具流程/Content extracted from webpage 飞书.md,llm-wikid/raw/ideas/赚钱想法/工具流程/Content extracted from webpage 飞书.md,kept,
llm-wikid/raw/articles/待细分/app 蒸馏 盘点16个把自己蒸馏成Skills的国民级App。.md,,removed_missing_path,0
llm-wikid/raw/articles/学习AI/模型观察/世界模型正在重新定义“游戏”的价值.md,llm-wikid/raw/articles/学习AI/模型观察/世界模型正在重新定义“游戏”的价值.md,kept,
llm-wikid/raw/clippings/Web Clipper Classification Rules.md,llm-wikid/raw/clippings/Web Clipper Classification Rules.md,kept,
llm-wikid/raw/ideas/赚钱想法/工具流程/同步助手_2026-07-01.md,llm-wikid/raw/ideas/赚钱想法/工具流程/同步助手_2026-07-01.md,kept,
llm-wikid/raw/ideas/赚钱想法/工具流程/同步助手_2026-07-02.md,llm-wikid/raw/ideas/赚钱想法/工具流程/同步助手_2026-07-02.md,kept,
result/2026-07-02_113814_web_clipper_import_manifest.csv,result/2026-07-02_113814_web_clipper_import_manifest.csv,kept,
llm-wikid/wiki/sources/vault-微信-agent-体验完微信agent以后-我觉得这就是微信有史以来最大的更新.md,llm-wikid/wiki/sources/vault-微信-agent-体验完微信agent以后-我觉得这就是微信有史以来最大的更新.md,kept,
llm-wikid/wiki/sources/vault-app-蒸馏-盘点16个把自己蒸馏成skills的国民级app.md,llm-wikid/wiki/sources/vault-app-蒸馏-盘点16个把自己蒸馏成skills的国民级app.md,kept,
