old_path,new_path,action,candidate_count
笔记同步助手/images/7f347e7d5ac8eed7670d106b10371ed3_MD5.png,笔记同步助手/images/7f347e7d5ac8eed7670d106b10371ed3_MD5.png,kept,
llm-wikid/raw/ Advanced Science丨热带作物如何适应复杂多变的热带气候-.md,llm-wikid/raw/articles/待细分/ Advanced Science丨热带作物如何适应复杂多变的热带气候-.md,replaced_by_manifest,1
llm-wikid/raw/企微文档转 Markdown 26甘肃夏播花期记录电子表 XHZ 1069-1210.md,llm-wikid/raw/articles/待细分/企微文档转 Markdown 26甘肃夏播花期记录电子表 XHZ 1069-1210.md,replaced_by_manifest,1
llm-wikid/raw/同步助手_2026-07-30.md,llm-wikid/raw/ideas/赚钱想法/工具流程/同步助手_2026-07-30.md,replaced_by_manifest,1
"llm-wikid/raw/黄淮海夏玉米通常在6月上旬至下旬播种，此时气温高，全生育期内日均温≥10℃的积温可达3,600℃–4,700℃。该区降水集中在7–9月，约占全年降水量的60%，与玉米需水高峰期重叠。 黄金窗口期....md","llm-wikid/raw/articles/股票/挖矿人/黄淮海夏玉米通常在6月上旬至下旬播种，此时气温高，全生育期内日均温≥10℃的积温可达3,600℃–4,700℃。该区降水集中在7–9月，约占全年降水量的60%，与玉米需水高峰期重叠。 黄金窗口期....md",replaced_by_manifest,1
llm-wikid/raw/Science Advances特邀作者第一视角解读最新研究 高温脆弱性是全球变暖导致水稻减产的关键｜北京大学周丰和王旭辉团队联合发表Science Advances.md,llm-wikid/raw/articles/待细分/Science Advances特邀作者第一视角解读最新研究 高温脆弱性是全球变暖导致水稻减产的关键｜北京大学周丰和王旭辉团队联合发表Science Advances.md,replaced_by_manifest,1
llm-wikid/raw/本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力.md,llm-wikid/raw/articles/科研/植物抗逆/耐旱/本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力.md,replaced_by_manifest,1
llm-wikid/raw/2026年8月7日，安徽农业大学李晓玉教授-程备久教授-李长生教授团队在PBJ期刊上在线发表了研究论文，首次在玉米GGP基因 5'UTR中鉴定出一对功能协同的双上游开放阅读框（dual-uORF....md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/2026年8月7日，安徽农业大学李晓玉教授-程备久教授-李长生教授团队在PBJ期刊上在线发表了研究论文，首次在玉米GGP基因 5'UTR中鉴定出一对功能协同的双上游开放阅读框（dual-uORF....md,replaced_by_manifest,1
llm-wikid/raw/CRISPR-Combo突破多年生植物再生瓶颈 Nature Communications｜CRISPR-Combo在马铃薯、柑橘、草莓和杨树中实现高效再生与编辑.md,llm-wikid/raw/articles/科研/玉米遗传转化/CRISPR-Combo突破多年生植物再生瓶颈 Nature Communications｜CRISPR-Combo在马铃薯、柑橘、草莓和杨树中实现高效再生与编辑.md,replaced_by_manifest,1
llm-wikid/raw/ Science - 中国农大丁杨林-杨淑华团队发现植物高温信号感知“纳米开关”.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/ Science - 中国农大丁杨林-杨淑华团队发现植物高温信号感知“纳米开关”.md,replaced_by_manifest,1
llm-wikid/raw/铁系玉米不是一天炼成的。从1969年的第一份资源，到如今铁391横扫市场，四代育种人、57年不间断的坚守，才是“铁系”二字最厚重的底色。 铁系玉米的“前世今生”：一份来自南北学院的硬核阅读笔记.md,llm-wikid/raw/articles/科研/育种改良/南北学苑/铁系玉米不是一天炼成的。从1969年的第一份资源，到如今铁391横扫市场，四代育种人、57年不间断的坚守，才是“铁系”二字最厚重的底色。 铁系玉米的“前世今生”：一份来自南北学院的硬核阅读笔记.md,replaced_by_manifest,1
llm-wikid/raw/祝贺！植物学领域！所有科研人员都去学一遍，以后将成为常态！ 祝贺！植物学领域！所有科研人员都去学一遍，以后将成为常态！.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/祝贺！植物学领域！所有科研人员都去学一遍，以后将成为常态！ 祝贺！植物学领域！所有科研人员都去学一遍，以后将成为常态！.md,replaced_by_manifest,1
llm-wikid/raw/从离子运输、气孔调控到抗逆与风味，重新认识植物中的GABA Annual Review of Plant Biology｜万字综述带您重新认识植物中的GABA.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/从离子运输、气孔调控到抗逆与风味，重新认识植物中的GABA Annual Review of Plant Biology｜万字综述带您重新认识植物中的GABA.md,replaced_by_manifest,1
llm-wikid/raw/Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源文章首先没有急于寻找功能基因 QTL定位之后，54 kb区域竟然空无一“基因”，是我的话，崩溃了！中国农大却发表....md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源文章首先没有急于寻找功能基因 QTL定位之后，54 kb区域竟然空无一“基因”，是我的话，崩溃了！中国农大却发表....md,replaced_by_manifest,1
笔记同步助手/attachments/~$26甘肃夏播花期记录电子表 XHZ 1069-1210 .xlsx,笔记同步助手/attachments/~$26甘肃夏播花期记录电子表 XHZ 1069-1210 .xlsx,kept,
笔记同步助手/attachments/26甘肃夏播花期记录电子表 XHZ 1069-1210 .xlsx,笔记同步助手/attachments/26甘肃夏播花期记录电子表 XHZ 1069-1210 .xlsx,kept,
笔记同步助手/attachments,笔记同步助手/attachments,kept,
llm-wikid/raw/ 【New Phytologist】解锁植物温度密码：气孔调控的分子网络研究综述.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/ 【New Phytologist】解锁植物温度密码：气孔调控的分子网络研究综述.md,replaced_by_unique_stem,1
llm-wikid/raw/ RootPheno3D：突破地下根系观测瓶颈，为作物抗逆育种提供精准数据支撑.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/ RootPheno3D：突破地下根系观测瓶颈，为作物抗逆育种提供精准数据支撑.md,replaced_by_unique_stem,1
llm-wikid/raw/ Vita｜打破关键瓶颈，王克剑团队实现克隆效率稳定超99%且正常结实的一系法杂交稻.md,llm-wikid/raw/articles/待细分/ Vita｜打破关键瓶颈，王克剑团队实现克隆效率稳定超99%且正常结实的一系法杂交稻.md,replaced_by_unique_stem,1
llm-wikid/raw/ Trends in Plant Science - 点击育种：迈向可编程作物设计.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/ Trends in Plant Science - 点击育种：迈向可编程作物设计.md,replaced_by_unique_stem,1
llm-wikid/raw/ Nature Communications - 表型组-环境组协同解锁组学驱动的作物智能育种.md,llm-wikid/raw/articles/科研/科研工具/高温表型工具/ Nature Communications - 表型组-环境组协同解锁组学驱动的作物智能育种.md,replaced_by_unique_stem,1
llm-wikid/raw/ 《作物学报》-中国农业科学院作物科学研究所谢传晓团队综述：基因编辑技术创制玉米紧凑新种质的研究进展.md,llm-wikid/raw/articles/科研/玉米遗传转化/ 《作物学报》-中国农业科学院作物科学研究所谢传晓团队综述：基因编辑技术创制玉米紧凑新种质的研究进展.md,replaced_by_unique_stem,1
llm-wikid/raw/ 基于无人机的大豆冠层叶片倾角田间提取框架.md,llm-wikid/raw/articles/待细分/ 基于无人机的大豆冠层叶片倾角田间提取框架.md,replaced_by_unique_stem,1
llm-wikid/raw/ PNAS - “时机”决定“角度”——侧根初始生长角度建立的“时间门控”机制.md,llm-wikid/raw/articles/待细分/ PNAS - “时机”决定“角度”——侧根初始生长角度建立的“时间门控”机制.md,replaced_by_unique_stem,1
llm-wikid/templates/sop.md,llm-wikid/templates/sop.md,kept,
llm-wikid/templates/source.md,llm-wikid/templates/source.md,kept,
llm-wikid/templates/synthesis.md,llm-wikid/templates/synthesis.md,kept,
llm-wikid/CLAUDE.md,llm-wikid/CLAUDE.md,kept,
result/2026-07-28_214122_obsidian_workspace_path_repair_manifest.csv,result/2026-07-28_214122_obsidian_workspace_path_repair_manifest.csv,kept,
result/2026-07-28_214121_web_clipper_import_manifest.csv,result/2026-07-28_214121_web_clipper_import_manifest.csv,kept,
result/2026-07-28_214005_obsidian_workspace_path_repair_manifest.csv,result/2026-07-28_214005_obsidian_workspace_path_repair_manifest.csv,kept,
result/2026-07-28_214005_web_clipper_import_manifest.csv,result/2026-07-28_214005_web_clipper_import_manifest.csv,kept,
result/2026-07-28_214002_obsidian_workspace_path_repair_manifest.csv,result/2026-07-28_214002_obsidian_workspace_path_repair_manifest.csv,kept,
result/2026-07-28_214001_web_clipper_import_manifest.csv,result/2026-07-28_214001_web_clipper_import_manifest.csv,kept,
result/2026-07-28_213956_obsidian_workspace_path_repair_manifest.csv,result/2026-07-28_213956_obsidian_workspace_path_repair_manifest.csv,kept,
笔记同步助手/images/561605661ce619a68c2c7569a3051b4c_MD5.gif,笔记同步助手/images/561605661ce619a68c2c7569a3051b4c_MD5.gif,kept,
笔记同步助手/images/713e0f4b4314e4bf2fb5db12781d9ab7_MD5.png,笔记同步助手/images/713e0f4b4314e4bf2fb5db12781d9ab7_MD5.png,kept,
笔记同步助手/images/900148a43a4adeefdefb8fb4c5b51817_MD5.png,笔记同步助手/images/900148a43a4adeefdefb8fb4c5b51817_MD5.png,kept,
笔记同步助手/images/db7bfea0d3f36a87581de95cd5dc2c6f_MD5.png,笔记同步助手/images/db7bfea0d3f36a87581de95cd5dc2c6f_MD5.png,kept,
笔记同步助手/images/14ff227d8cfb3dda370a69d5c8848edf_MD5.gif,笔记同步助手/images/14ff227d8cfb3dda370a69d5c8848edf_MD5.gif,kept,
笔记同步助手/images/d1d2965775624f4ff18e3225521f92c0_MD5.png,笔记同步助手/images/d1d2965775624f4ff18e3225521f92c0_MD5.png,kept,
笔记同步助手/images/2959a06551ea203b55ab9e11ea5a3144_MD5.png,笔记同步助手/images/2959a06551ea203b55ab9e11ea5a3144_MD5.png,kept,
笔记同步助手/images/4cf39cf228cc1af260cdcf706b51c848_MD5.png,笔记同步助手/images/4cf39cf228cc1af260cdcf706b51c848_MD5.png,kept,
笔记同步助手/images/3001f9a0e279bed9c1ae96305b2fc33d_MD5.png,笔记同步助手/images/3001f9a0e279bed9c1ae96305b2fc33d_MD5.png,kept,
未命名.canvas,未命名.canvas,kept,
未命名 1.canvas,未命名 1.canvas,kept,
